FC0,2023-08-02,Source1,70.87,City0,Country0,WS0
FC1,2023-04-06,Source0,53.74,City0,Country0,WS0
FC2,2024-04-25,Source2,53.73,City0,Country0,WS1
FC3,2024-12-01,Source1,65.04,City0,Country0,WS1
FC4,2023-02-10,Source0,54.95,City0,Country0,WS1
FC5,2024-12-02,Source2,95.35,City0,Country0,WS1
FC6,2024-07-06,Source0,65.64,City0,Country0,WS1
FC7,2024-08-03,Source1,89.88,City1,Country1,WS2
FC8,2024-11-22,Source0,61.35,City1,Country1,WS2
FC9,2024-09-17,Source1,54.7,City1,Country1,WS2
FC10,2023-07-10,Source0,57.65,City1,Country1,WS2
FC11,2023-11-22,Source0,90.46,City1,Country1,WS2
FC12,2023-07-17,Source1,91.64,City1,Country1,WS2
FC13,2023-05-02,Source0,68.94,City1,Country1,WS2
FC14,2024-11-06,Source2,66.62,City2,Country2,WS3
FC15,2023-10-03,Source1,63.33,City2,Country2,WS3
FC16,2023-12-12,Source1,96.0,City2,Country2,WS3
FC17,2023-11-11,Source2,50.83,City2,Country2,WS3
FC18,2023-09-05,Source0,77.73,City2,Country2,WS3
FC19,2023-07-19,Source1,62.99,City2,Country2,WS3
FC20,2024-05-06,Source1,62.49,City2,Country2,WS3
FC21,2023-01-23,Source2,51.59,City2,Country2,WS3
FC22,2024-12-19,Source1,53.53,City2,Country2,WS3
FC23,2024-07-24,Source2,58.7,City2,Country2,WS3
FC24,2023-01-25,Source1,52.52,City2,Country2,WS3
FC25,2023-05-08,Source2,97.18,City3,Country3,WS4
FC26,2024-07-22,Source2,77.46,City3,Country3,WS4
FC27,2024-03-21,Source0,57.56,City3,Country3,WS4
FC28,2024-01-04,Source1,75.31,City3,Country3,WS4
FC29,2024-09-29,Source0,94.13,City3,Country3,WS4
FC30,2023-11-30,Source1,64.61,City3,Country3,WS4
FC31,2024-06-02,Source0,62.59,City3,Country3,WS4
FC32,2024-12-20,Source1,50.11,City3,Country3,WS4
FC33,2024-12-01,Source1,70.29,City3,Country3,WS5
FC34,2023-07-31,Source0,55.91,City3,Country3,WS5
FC35,2024-11-19,Source0,87.76,City3,Country3,WS5
FC36,2024-10-27,Source0,91.73,City3,Country3,WS5
FC37,2023-09-21,Source0,97.31,City3,Country3,WS5
FC38,2023-03-19,Source0,61.88,City3,Country3,WS6
FC39,2024-09-11,Source0,51.27,City3,Country3,WS6
FC40,2024-08-24,Source0,91.74,City3,Country3,WS6
FC41,2024-06-04,Source1,98.57,City3,Country3,WS6
FC42,2023-12-06,Source2,98.77,City3,Country3,WS6
FC43,2023-04-08,Source2,66.05,City3,Country3,WS6
FC44,2023-07-11,Source0,59.29,City3,Country3,WS6
FC45,2023-01-16,Source0,88.5,City3,Country3,WS6
FC46,2023-12-23,Source2,64.51,City3,Country3,WS6
FC47,2024-12-22,Source0,93.05,City3,Country3,WS6
FC48,2023-08-29,Source0,87.44,City3,Country3,WS6
FC49,2023-12-04,Source2,86.02,City4,Country4,WS7
FC50,2024-07-27,Source1,90.32,City4,Country4,WS7
FC51,2024-11-27,Source0,88.77,City4,Country4,WS7
FC52,2024-02-10,Source0,53.23,City4,Country4,WS7
FC53,2024-04-18,Source0,96.92,City4,Country4,WS7
FC54,2024-12-16,Source1,85.13,City4,Country4,WS7
FC55,2024-07-06,Source0,85.33,City4,Country4,WS7
FC56,2024-10-04,Source2,77.51,City4,Country4,WS7
FC57,2024-10-12,Source0,63.88,City4,Country4,WS7
FC58,2024-01-14,Source2,62.0,City4,Country4,WS7
FC59,2024-08-03,Source2,78.2,City4,Country4,WS7
FC60,2024-04-08,Source1,61.36,City4,Country4,WS7
FC61,2023-12-11,Source2,87.55,City4,Country4,WS7
FC62,2024-04-26,Source0,57.68,City4,Country4,WS7
FC63,2024-11-15,Source0,76.88,City4,Country4,WS7
FC64,2023-04-17,Source2,50.53,City4,Country4,WS7
FC65,2023-06-29,Source2,86.19,City4,Country4,WS7
FC66,2024-11-05,Source1,75.28,City4,Country4,WS7
FC67,2024-09-20,Source0,92.23,City4,Country4,WS7
FC68,2023-10-28,Source1,52.17,City4,Country4,WS7
FC69,2023-02-02,Source0,88.55,City4,Country4,WS8
FC70,2023-01-20,Source1,81.86,City4,Country4,WS8
FC71,2023-02-17,Source2,54.12,City4,Country4,WS8
FC72,2024-05-04,Source2,82.79,City4,Country4,WS8
FC73,2024-08-29,Source1,64.62,City4,Country4,WS8
FC74,2023-01-18,Source2,94.03,City4,Country4,WS8
FC75,2024-06-24,Source0,74.48,City4,Country4,WS8
FC76,2023-12-13,Source1,64.54,City4,Country4,WS8
FC77,2024-12-27,Source2,84.13,City4,Country4,WS8
FC78,2024-12-28,Source2,99.69,City4,Country4,WS8
FC79,2023-03-26,Source2,74.01,City4,Country4,WS8
FC80,2024-04-13,Source2,83.46,City4,Country4,WS8
FC81,2024-02-20,Source1,50.9,City4,Country4,WS8
FC82,2024-04-08,Source1,99.74,City4,Country4,WS8
FC83,2023-02-03,Source0,64.17,City4,Country4,WS8
FC84,2023-12-29,Source0,71.49,City4,Country4,WS8
FC85,2023-07-27,Source0,91.61,City4,Country4,WS8
FC86,2023-01-24,Source2,67.78,City4,Country4,WS8
FC87,2023-07-01,Source2,84.7,City4,Country4,WS8
FC88,2023-02-13,Source0,84.42,City4,Country4,WS9
FC89,2023-05-13,Source1,93.09,City4,Country4,WS9
FC90,2023-03-03,Source0,68.04,City4,Country4,WS9
FC91,2024-06-19,Source0,98.46,City4,Country4,WS9
FC92,2024-03-03,Source2,57.59,City4,Country4,WS9
FC93,2023-12-29,Source1,69.77,City4,Country4,WS9
FC94,2024-07-22,Source1,54.85,City4,Country4,WS9
FC95,2024-09-28,Source2,52.79,City4,Country4,WS9
FC96,2024-02-21,Source2,52.45,City4,Country4,WS9
FC97,2023-10-08,Source2,85.38,City4,Country4,WS9
FC98,2023-12-03,Source0,79.88,City4,Country4,WS10
FC99,2024-07-06,Source1,96.23,City4,Country4,WS10
FC100,2023-01-07,Source2,83.88,City4,Country4,WS10
FC101,2024-08-11,Source1,56.23,City4,Country4,WS10
FC102,2024-07-08,Source0,77.31,City4,Country4,WS10
FC103,2024-02-01,Source0,70.15,City4,Country4,WS10
FC104,2024-03-15,Source1,60.09,City4,Country4,WS10
FC105,2023-04-23,Source2,71.8,City4,Country4,WS10
FC106,2023-10-11,Source0,64.9,City4,Country4,WS10
FC107,2023-02-22,Source1,57.37,City4,Country4,WS10
FC108,2024-01-18,Source0,86.75,City4,Country4,WS10
FC109,2023-06-08,Source1,85.25,City4,Country4,WS10
FC110,2024-12-12,Source0,72.74,City4,Country4,WS10
FC111,2023-01-19,Source0,50.07,City4,Country4,WS11
FC112,2024-02-12,Source2,64.85,City4,Country4,WS11
FC113,2023-09-17,Source1,54.97,City4,Country4,WS11
FC114,2024-12-14,Source0,63.69,City4,Country4,WS11
FC115,2024-09-27,Source2,92.44,City4,Country4,WS11
FC116,2023-01-01,Source2,63.39,City4,Country4,WS11
FC117,2023-12-11,Source1,86.35,City4,Country4,WS11
FC118,2023-04-21,Source2,86.0,City4,Country4,WS11
FC119,2024-06-30,Source0,69.57,City4,Country4,WS11
FC120,2023-09-06,Source1,57.6,City4,Country4,WS11
FC121,2024-07-18,Source0,54.18,City4,Country4,WS11
FC122,2024-03-27,Source0,59.57,City4,Country4,WS11
FC123,2024-06-03,Source1,75.23,City4,Country4,WS11
FC124,2023-12-08,Source0,58.39,City4,Country4,WS11
FC125,2023-12-23,Source1,90.24,City4,Country4,WS11
FC126,2024-01-25,Source2,79.64,City5,Country0,WS12
FC127,2023-02-16,Source1,82.51,City5,Country0,WS12
FC128,2023-07-27,Source2,86.62,City5,Country0,WS12
FC129,2024-09-15,Source2,90.61,City5,Country0,WS12
FC130,2023-06-05,Source2,51.45,City5,Country0,WS12
FC131,2024-10-29,Source2,79.4,City5,Country0,WS12
FC132,2023-08-10,Source2,88.38,City5,Country0,WS12
FC133,2023-05-19,Source1,74.94,City5,Country0,WS12
FC134,2023-10-05,Source0,85.91,City5,Country0,WS12
FC135,2024-11-30,Source0,70.04,City5,Country0,WS12
FC136,2023-11-05,Source1,78.2,City5,Country0,WS12
FC137,2023-09-12,Source2,71.05,City5,Country0,WS12
FC138,2024-05-31,Source0,52.17,City5,Country0,WS12
FC139,2024-08-28,Source1,82.7,City5,Country0,WS12
FC140,2024-05-12,Source0,75.48,City5,Country0,WS12
FC141,2024-10-14,Source1,89.32,City5,Country0,WS12
FC142,2023-04-05,Source1,78.05,City5,Country0,WS12
FC143,2024-07-12,Source2,67.6,City6,Country1,WS13
FC144,2023-10-29,Source1,62.86,City6,Country1,WS13
FC145,2023-08-19,Source1,94.08,City6,Country1,WS13
FC146,2023-07-30,Source2,97.58,City6,Country1,WS13
FC147,2023-11-15,Source1,70.86,City6,Country1,WS13
FC148,2023-02-01,Source1,52.01,City6,Country1,WS13
FC149,2024-11-02,Source0,65.0,City6,Country1,WS13
FC150,2023-04-28,Source2,95.87,City6,Country1,WS13
FC151,2023-04-10,Source2,92.85,City6,Country1,WS13
FC152,2023-05-14,Source0,57.81,City6,Country1,WS13
FC153,2023-06-04,Source2,83.68,City6,Country1,WS13
FC154,2023-10-26,Source2,66.11,City6,Country1,WS13
FC155,2023-01-27,Source1,92.63,City6,Country1,WS13
FC156,2024-04-24,Source1,88.24,City6,Country1,WS13
FC157,2023-12-15,Source0,75.33,City6,Country1,WS14
FC158,2024-11-12,Source2,91.08,City6,Country1,WS14
FC159,2023-11-20,Source2,55.6,City6,Country1,WS14
FC160,2023-09-26,Source0,57.15,City6,Country1,WS14
FC161,2023-12-18,Source1,88.41,City6,Country1,WS14
FC162,2023-07-27,Source0,78.76,City6,Country1,WS14
FC163,2024-12-27,Source0,77.64,City6,Country1,WS14
FC164,2023-04-08,Source0,57.49,City6,Country1,WS14
FC165,2023-08-25,Source2,69.33,City6,Country1,WS14
FC166,2023-01-22,Source2,74.56,City6,Country1,WS14
FC167,2024-07-02,Source1,85.88,City6,Country1,WS14
FC168,2023-05-02,Source2,83.56,City6,Country1,WS14
FC169,2024-01-25,Source1,91.7,City6,Country1,WS14
FC170,2023-04-07,Source0,86.83,City6,Country1,WS14
FC171,2024-03-20,Source1,61.8,City6,Country1,WS14
FC172,2024-11-01,Source1,63.69,City6,Country1,WS14
FC173,2024-04-26,Source2,55.91,City6,Country1,WS14
FC174,2023-05-03,Source0,97.47,City6,Country1,WS14
FC175,2024-11-28,Source1,73.62,City6,Country1,WS14
FC176,2023-02-02,Source2,67.67,City6,Country1,WS15
FC177,2023-12-07,Source2,62.66,City6,Country1,WS15
FC178,2023-05-16,Source2,96.01,City6,Country1,WS15
